University_Name,IA ID,University_Type,IA_City,Former_Name,Name _Change _Date,Address,Establishment,Website_Link,Recognizing_Body,Date_of_Extration,UGC_Source_Link
Jharkhand Rai University,Not Found,(Private University),Ranchi,NA,NA,Kamre Ratu Road Ranchi- 835222 Jharkhand.,02.02.2012,https://www.jru.edu.in/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Jharkhand Raksha Shakti University,Not Found,(State University),Ranchi,NA,NA,Old Judicial Academy (Shri Krishna Lok Prashashan Sansthan Parisar) Mayors Road Ranchi – 834002 Jharkhand.,30.09.2016,https://jrsuranchi.com/default.aspx,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Jharkhand University of Technology,Not Found,(State University),Ranchi,NA,NA,Science & Technology Campus Sirkha Toll Namkum Ranchi- 838010 Jharkhand,12.11.2015,http://jutranchi.ac.in/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
JIS University,Not Found,(Private University),Agarpara,NA,NA,Agarpara District North 24 Parganas West Bengal - 700109.,03.02.2015,https://www.jisuniversity.ac.in/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Jiwaji University,300243,(State University),Gwalior,NA,NA,Gwalior-474011 Madhya Pradesh. .,1964,http://www.jiwaji.edu/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Jodhpur National University,Not Found,(Private University),Jodhpur,NA,NA,Jhanwar Road Narnadi (Boranada) Jodhpur – 342 001 Rajasthan.,11.08.2008,https://jodhpurnationaluniversity.co.in/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
JSS Academy of Higher Education & Research,Not Found,(Deemed University),Mysore,NA,NA,Sri Shivarathreeshwara Nagar Mysore-570015 Karnataka.,28.05.2008,https://www.jssuni.edu.in/JSSWeb/WebHome.aspx,,14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
JSS Science & Technology University,Not Found,(Private University),Mysuru,NA,NA,JSS Technical Institutions Campus Mysuru – 570006. Karnataka.,16.01.2016,https://jssstuniv.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Junagarh Agricultural University,Not Found,(State University),Junagadh,NA,NA,University Bhavan Motibaug Junagarh – 362001 Gujarat.,2004,http://www.jau.in/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
K.K. Modi University,Not Found,(Private University),Durg,NA,NA,Khasra No. 72 73 75 217 & 220 Village Mahmara Jalbandha (Rasmada) Road District Durg Chattisgarh,08.08.2018,https://kkmu.edu.in/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
K.K. University,Not Found,(Private University),Nalanda,NA,NA,Berauti Nepura Biharsharif Nalanda Bihar – 803115.,08.06.2017,https://kkuniversity.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
K.R. Mangalam University,Not Found,(Private University),Gurgaon,NA,NA,Sohna Road Gurgaon Haryana – 122 103.,03.05.2013,https://www.krmangalam.edu.in/,University Grants Commission (UGC),15/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Kadi Sarva Vishwavidyalaya,389942,(Private University),Gandhinagar,NA,NA,Sector-15 Gandhinagar-382015 Gujarat.,16.05.2007,http://ksv.ac.in/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Kakatiya University,305366,(State University),Warangal,NA,NA,Vidyaranyapuri Hanamkonda Warangal-506 009 Telangana.,1976,https://kakatiya.ac.in/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Kalahandi University,Not Found,(State University),Bhawanipatna,NA,NA,Bhawanipatna Distt. Kalahandi – 766001 Odisha,01.09.2020,https://kalahandiuniversity.ac.in/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Kalasalingam Academy of Research and Higher Education,368639,(Deemed University),Virudhunagar,NA,NA,Anand Nagar Krishnankoil Virudhunagar – 626 190 via Srivilliputhrur Tamilnadu.,20.10.2006,https://kalasalingam.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Kalinga Institute of Industrial Technology,317513,(Deemed University),Bhubaneswar,NA,NA,Patia Bhubaneshwar-751 024 Odisha.,26.06.2002,https://kiit.ac.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Kalinga Institute of Social Sciences,Not Found,(Deemed University),Bhubaneswar,NA,NA,Bhubaneshwar Odisha.,25.08.2017,https://kiss.ac.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Kalinga University,346930,(Private University),Naya Raipur,NA,NA,Raipur- 492101 Chhattisgarh.,24.03.2011,https://www.kalingauniversity.ac.in/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Kaloji Narayan Rao University of Health Sciences,315285,(State University),Warangal,NA,NA,Kakatia Medical Campus Rangampet Warangal-506007 Telangana.,26.09.2017,https://knruhs.telangana.gov.in/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Kamdhenu University,376603,(State University),Gandhinagar,NA,NA,“Krushibhavan” Sector 10 A Block B Podium Level Gandhinagar – 382010 Gujarat.,07.07.2009,https://www.kamdhenuuni.edu.in/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Kameshwara Singh Darbhanga Sanskrit Vishwavidyalaya,Not Found,(State University),Darbhanga,NA,NA,Kameshwar Nagar Darbhanga-846008 Bihar.,1961,https://www.ksdsu.edu.in/home.htm,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Kannada University,Not Found,(State University),Hampi,NA,NA,Hampi Vidyaranya Hospet Taluk Bellary District 583 276 Karnataka. .,1992,http://www.kannadauniversity.org/kannada/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Kannur University,305098,(State University),Kannur,NA,NA,Thavakkara Civil Station Post Kannur-670 002 Kerala. .,1997,https://www.kannuruniversity.ac.in/en/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Kanyashree University,Not Found,(State University),"Krishnanagar, Nadia",NA,NA,Krishnanagar Nadia West Bengal,10.11.2020,https://www.kanyashreeuniversity.ac.in/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Karnataka Folklore University,Not Found,(State University),Shiggavi,NA,NA,Gotagodi – 581197 Shiggaon Taluk Haveri District Karnataka.,2011,https://www.janapadauniversity.ac.in/English/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Karnataka Janapada Vishwavidyalaya,Not Found,(State University),Gatagodi,NA,NA,Gatagodi NH-4 Taluk Shiggaon Dist-Haveri Karnataka – 581197.,22.07.2011,http://www.janapadauniversity.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Karnataka Samskrit University,Not Found,(State University),Bengaluru,NA,NA,Pampa Mahakavi Road Chamarajpete Bangalore-560018 Karnataka,2011,https://ksu.ac.in/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Karnataka State Law University,Not Found,(State University),Hubballi,NA,NA,Navanagar Hubli – 580 025 Karnataka.,2009,https://kslu.karnataka.gov.in/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Karnataka State Open University,308728,(State University),Mysuru,NA,NA,Muktha Gangotri Mysore-570 006 Karnataka.,1996,https://ksoumysuru.ac.in/contact-us.php,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Karnataka State Rural Developoment and Panchayat Raj University,Not Found,(State University),Gadag,NA,NA,Raitha Bhavana Bhoomraddi Circle Gadag – 582101 Karnataka.,26.07.2016,https://ksrdpru.ac.in/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Akkamahadevi women's University,Not Found,(State University),Vijayapura,Karnataka State Women's University,NA,Jnana Shakti Campus Athani Road Bijapur-586 108 Karnataka. .,2004,http://www.kswu.ac.in/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Karnataka University,304719,(State University),Dharwad,NA,NA,Pavate Nagar Dharwad-580 003 Karnataka. .,1949,https://www.kud.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Karnataka Veterinary Animal & Fisheries Science University,Not Found,(State University),Bidar,NA,NA,Nandinagar PB No. 6 Bidar-585 401 Karnataka .,2004,http://www.kvafsu.edu.in/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Karnavati University,Not Found,(Private University),Gandhinagar,NA,NA,907/A Uvarsad – 382422 Dt. Gandhinagar Gujarat.,31.01.2017,https://karnavatiuniversity.edu.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Karpagam Academy of Higher Education,Not Found,(Deemed University),Coimbatore,NA,NA,Pollachi Main Road Coimbatore,25.08.2008,https://kahedu.edu.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Karunya Institute of Technology and Sciences,311411,(Deemed University),Coimbatore,NA,NA,Karunya Nagar Coimbatore-641 114 Tamil Nadu.,23.06.2004,https://www.karunya.edu/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Kavayitri Bahinbai Chaudhari North Maharashtra University (Formarly North Maharashtra University) PB No. 80,305246,(State University),Jalgaon,NA,NA,"Umavinagar Jalgaon-425 001 Maharashtra. . 
Name changed w.e.f. 11.08.2018       ",1991,http://www.nmu.ac.in/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Kavi Kulguru Kalidas Sanskrit Vishwavidyalaya,Not Found,(State University),"Ramtek,Nagpur District",NA,NA,Prashaskiya Bhavan Mouda Road Ramtek Dist. Nagpur-441 106 Maharashtra.,1997,https://kksanskrituni.digitaluniversity.ac/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Kazi Nazrul University,Not Found,(State University),Asansol,NA,NA,Kalla Bypass More P.O. – Kalla (C.H.) Asansol District – Burdwan West Bengal – 713 340. .,2012,https://www.knu.ac.in/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Kerala Agricultural University,320598,(State University),Thrissur,NA,NA,Vellanikkara KAU Campus PO Thrissur 680 656 Kerala. .,1972,https://www.kau.in/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Kerala Kalamandalam,376588,(Deemed University),Thrissur,NA,NA,VallatholNagar Cheruthuruthy Thrissur. .,14.03.2006,https://www.kalamandalam.ac.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Kerala University of Digital Sciences Innovation and Technology,Not Found,(State University),Thiruvananthapuram,NA,NA,Technocity Campus Kuracode Mangalapuram Thonnakkal P.O Thiruvananthapuram- 695317 Kerala,01.07.2020,https://duk.ac.in/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Kerala University of Fisheries & Ocean Studies,385245,(State University),Kochi,NA,NA,Panagad PO Kochi 682506 Kerala,2011,http://kufos.ac.in/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Kerala University of Health Sciences,305109,(State University),Thrissur,NA,NA,Medical College PO M.G. Kavu Thrissur-680 596 Kerala.,2011,http://kuhs.ac.in/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Kerala Veterinary & Animal Sciences University,328591,(State University),Wayanad,NA,NA,Lakkidi Post Pookode Wayanad-673576 Kerala,2011,https://www.kvasu.ac.in/#,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Khaja Bandanawaz University,379950,(Private University),Kalaburagi,NA,NA,Administrative Building Khaja Bandanawaz University Campus Rauza-i Buzurg Kalaburagi- 585104 Karnataka,21.04.2018,https://www.kbn.university/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Khallikote University,Not Found,(State University),Brahmapur,NA,NA,Berhampur Ganjam Odisha.,30.05.2015,https://kuu.ac.in/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Khangchendzonga State University (Formerly Sikkim State University),359725,(State University),Gangtok,Sikkim State University,NA,Gangtok East Sikkim Tadong-737102 Sikkim  (Name change w.e.f. 20.12.2021),19.04.2017,https://ksus.ac.in/#/home,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Khongnangthaba University,Not Found,(Private University),Imphal,NA,NA,Khurai Konsam Leikai Imphal East District- 795010 Manipur .,23.02.2022,https://www.khongnangthabauniversity.org/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
"Khwaja Moinuddin Chishti Urdu, Arabi-Farsi University",Not Found,(State University),Lucknow,NA,NA,Sitapur-Hardoi Bypass Road Near IIM Lucknow Uttar Pradesh-226013.,2010,https://kmclu.ac.in/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
King George Medical University,305629,(State University),Lucknow,NA,NA,Lucknow-226 003,2004,https://www.kgmu.org/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
KLE Academy of Higher Education and Research,304730,(Deemed University),Belgaum,NA,NA,JNMC Campus Nehru Nagar Belgaum – 590010 Karnataka.,13.04.2006,http://kledeemeduniversity.edu.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
KLE Technological University,Not Found,(Private University),Huballi,NA,NA,B.V. Bhoomaraddi College Campus Vidyanagar Hubballi – 580031 Karnataka.,04.04.2015,https://www.kletech.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Kolhan University,332422,(State University),Chaibasa,NA,NA,Chaibasa West Singhbhum Jharkhand – 833 201.,2007,http://www.kolhanuniversity.ac.in/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Koneru Lakshmaiah Education Foundation,366993,(Deemed University),Guntur,NA,NA,Greenfields Kunchanapalli Post Vaddeswaram Guntur District-522002 Andhra Pradesh.,20.02.2009,https://www.kluniversity.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Konkan Krishi Vidyapeeth,Not Found,(State University),"Dapoli,Dist-Ratnagiri",NA,NA,Dapoli-415712 District Ratnagiri Maharashtra.,1972,https://dbskkv.org/,University Grants Commission (UGC),17/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Krantiguru Shyamji Krishna Verma Kachchh University,319290,(State University),Bhuj,NA,NA,Mundra Road Bhuj Kachchh-370001 Gujarat.,2004,https://www.kskvku.ac.in/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
KREA University,Not Found,(Private University),Sricity,NA,NA,5655 Central Expressway Sri City-517646 Andhra Pradesh,30.04.2018,https://krea.edu.in/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Krishna Kanta Handiqui State Open University (Formerly Krishna Kanta Handique State Open University),Not Found,(State University),Guwahati,Krishna Kanta Handique State Open University,NA,Housefed Complex Last Gate Dispur Guwahati – 781 006 Assam.,2007,http://www.kkhsou.in/web_new/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Krishna University,373276,(State University),Machilipatnam,NA,NA,Andhra Jateeya Kalasala Campus Rajupeta Machllipatanam – 521 001 Krishna District Andhra Pradesh.,2008,https://kru.ac.in/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Krishna Vishwa Vidyapeeth (Formerly Krishna Institute of Medical Sciences),311122,(Deemed University),Satara,Krishna Institute of Medical Sciences,21.11.2022,Karad Satara (M.S),24.05.2005,https://www.kimskarad.in/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Krishnaguru Adhyatmik Visvavidyalaya,Not Found,(Private University),Barpeta,NA,NA,Nasatra Barpeta Assam 781307,11.04.2017,https://kav.org.in/home/,University Grants Commission (UGC),15/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
