University_Name,IA ID,University_Type,IA_City,Former_Name,Name _Change _Date,Address,Establishment,Website_Link,Recognizing_Body,Date_of_Extration,UGC_Source_Link
University of Patanjali,Not Found,(Private University),Haridwar,NA,NA,Patanjali Yogpeeth Haridwar,05.04.2006,https://universityofpatanjali.com/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
University of Petroleum and Energy Studies,365587,(Private University),Dehradun,NA,NA,Bidholi Campus Energy Acres P.O Bidholi (Via Prem Nagar) Dehradun – 248 006 Uttarakhand. (PrivateUniversity).,10.07.2003,https://www.upes.ac.in/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
University of Rajasthan,305830,(State University),Jaipur,NA,NA,JLN Marg Jaipur-302 004 Rajasthan. .,1947,https://www.uniraj.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
"University of Science & Technology,Meghalaya",Not Found,(Private University),Meghalaya,NA,NA,Meghalaya Techno City Kling Road Baridua G.S. Road 9th Mile Dist – Ri-Bhoi Meghalaya – 793101.,02.12.2008,https://www.ustm.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
University of Technology,388572,(Private University),Jaipur,NA,NA,Vatika Tehsil – Sanganer Jaipur - 303903 Rajasthan.,18.05.2017,https://www.universityoftechnology.edu.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
UPL University of Sustainable Technology,Not Found,(Private University),Bharuch,NA,NA,Block No. 402 At & PO Vataria Taluka Valia District Bharuch Gujarat,01.06.2021,https://upluniversity.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Usha Martin University,Not Found,(Private University),Ranchi,NA,NA,12 Mile Ranchi Khunti Road NH-75 Ranchi – 835221 Jharkhand.,16.07.2013,https://www.ushamartinuniversity.com/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Utkal University,305833,(State University),Bhubaneswar,NA,NA,Vani Vihar Bhubaneswar-751 004 Odisha. .,1943,https://utkaluniversity.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Utkal University of Culture,Not Found,(State University),Bhubaneswar,NA,NA,Sardar Patel Hall Complex Unit II Bhubaneswar-751 009 Odisha.,1999,https://uuc.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Uttar Banga Krishi Vishwavidyalaya,Not Found,(State University),Cooch Behar,NA,NA,District-Cooch Behar-736 165,2001,https://www.ubkv.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Uttar Pradesh Pandit Deen Dayal Upadhyaya Pashu Chikitsa Vigyan Vishwavidyalaya Evam Go-Anusandhan Sansthan,Not Found,(State University),Mathura,NA,NA,Mathura Uttar Pradesh - 281001 .,2001,https://www.duvasu.com/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Uttar Pradesh University of Medical Sciences,358063,(State University),"Saifai, Etawah",NA,NA,Saifai Etawah – 206130 Uttar Pradesh.,17.05.2016,http://www.upums.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Uttarakhand Ayurved University,375440,(State University),Dehradun,NA,NA,Railway Station Road Harrawala Dehradun – 248 009 Uttarakhand.,2009,http://uau.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Uttarakhand Open University,Not Found,(State University),Haldwani,NA,NA,Teenpani Bypass Road Behind Transport Nagar PO Industrial Estate Haldwani District Nainital 263139 Uttarakhand.,2005,https://uou.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Uttarakhand Sanskrit University,Not Found,(State University),Haridwar,NA,NA,Delhi-Haridwar National Highway PO Bahadrabad Haridwar-249 402 Uttrakhand .,2005,http://www.usvv.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Uttaranchal University,Not Found,(Private University),Dehradun,NA,NA,Arcadia Grant PO Chandanwari Premnagar Dehradun – 248 007 Uttarakhand.,15.02.2013,https://www.uudoon.in/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Uttrakhand Technical University,315305,(State University),Dehradun,NA,NA,Post Office Chandavari Suddhowala,2008,http://www.uktech.ac.in/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Vanita Vishram Women’s University,Not Found,(Private University),Surat,NA,NA,Vanita Vishram Campus Jawaharlal Nehru Marg Athwa Gate Surat – 395001 (Gujarat),01.06.2021,http://vvwusurat.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Vardhman Mahaveer Open University,Not Found,(State University),Kota,NA,NA,Rawat Bhata Road Kota-324 010 Rajasthan.,1987,https://www.vmou.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Veer Bahadur Singh Purvanchal University,318358,(State University),Jaunpur,NA,NA,Jaunpur-222 002 Uttar Pradesh. .,1987,http://www.vbspu.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Veer Chandra Singh Garhwali Uttarakhand University of Horticulture & Forestry,Not Found,(State University),Pauri Garhwal,NA,NA,Bharsar Dt. Pauri Garhwal-246123 Uttarakhand.,2011,https://www.uuhf.ac.in/,University Grants Commission (UGC),20/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Veer Kunwar Singh University,Not Found,(State University),Arrah,NA,NA,Arrah- 802 301 Bihar.,1994,http://vksu.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Veer Narmad South Gujarat University,305847,(State University),Surat,NA,NA,University Campus Udhna Magdalla Road Surat-395007 Gujarat.,1965,https://www.vnsgu.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Veer Surendra Sai Institute of Medical Sciences and Research,Not Found,(State University),Burla,NA,NA,Ayurvihar Burla Sambalpur – 768 017 Odisha.,20.06.2014,http://www.vimsar.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Veer Surendra Sai University of Technology,366798,(State University),Burla,NA,NA,Burla-768018 Distt. Sambalpur Odisha.,09.02.2009,https://vssut.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science and Technology,Not Found,(Deemed to be University),Avadi,NA,NA,42 Avade-Vel Tech Road Avadi Chennai-600062 Tamilnadu.,15.10.2008,https://www.veltech.edu.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Vel’s Institute of Science,305849,(Deemed University),Chennai,NA,NA,Technology & Advanced Studies (VISTAS) Velan Nagar P.V. Vaithiyalingam Road Pallavaram Chennai-600117 Tamilnadu.,04.06.2008,http://www.velsuniv.ac.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Vellore Institute of Technology,311060,(Deemed University),Vellore,NA,NA,Katpadi Thiruvalam Road Vellore-632 014 Tamil Nadu.,19.06.2001,https://vit.ac.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Venkateshwara Open University,382506,(Private University),Itanagar,NA,NA,Itanagar Arunachal Pradesh.,20.06.2012,https://www.voussm.edu.in/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Vidhyadeep University,Not Found,(Private University),Surat,NA,NA,At Post – Anita Kim-Olpad Highway Ta.- Olpad District - Surat - 394110 Gujarat .,01.06.2022,https://www.vidhyadeepuni.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Vidyasagar University,357015,(State University),Midnapur,NA,NA,West Midnapore-721 102 West Bengal. .,1981,http://www.vidyasagar.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Vidyashilp University,Not Found,(Private University),Bengaluru,NA,NA,No.125 Bettenahalli Kundana Hobli Chapparkallu Road Bengaluru- 562110 Karnataka,20.06.2022,https://vidyashilp.edu.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Vignan's Foundation for Science,370253,(Deemed University),Guntur,NA,NA,"Technology and Research Vadlamudi Guntur District – 522213 Andhra Pradesh. 
      ",19.12.2008,https://vignan.ac.in/new/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Vijayanagara Sri Krishnadevaraya University,360510,(State University),Ballari,NA,NA,Jnana Sagara Campus Vinayaka Nagar Contonment Bellary – 583 104 Karnataka.,2010,https://vskub.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Vijaybhoomi University,Not Found,(Private University),Raigadh,NA,NA,Jamrung Post Ambivali Taluka Karjat Dist Raigad Maharashtra- 410201,13.09.2019,https://www.vijaybhoomi.edu.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Vikram University,329836,(State University),Ujjain,NA,NA,Kothi Road Ujjain-456 010 Madhya Pradesh.,1957,http://vikramuniv.ac.in/index.php/en/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Vikrama Simhapuri University,371272,(State University),Nellore,NA,NA,Kakutur Venkatachalam (M.D) Nellore Andhra Pradesh- 524320.,2008,https://vsu.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Vikrant University,Not Found,(Private University),Gwalior,NA,NA,Gwalior Village - Ratwai Chitora Road Bada Gaon Morar Gwalior - 474009 Madhya Pradesh,17.10.2022,https://vikrantuniversity.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Vinayaka Mission’s Research Foundation,305866,(Deemed University),Salem,NA,NA,Sankari Main Road NH 47 Ariyanoor Salem-636308 Tamil Nadu.,01.03.2001,https://vmrfdu.edu.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Vinoba Bhave University,312840,(State University),Hazaribagh,NA,NA,PB No. 31 Hazaribagh-825 301 Jharkhand. .,1993,https://www.vbu.ac.in/login,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Vishwa Bharati University,389347,(Central University),Shantiniketan,NA,NA,Shantiniketan-731 235 West Bengal.,1951,https://visvabharati.ac.in/index.html,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Vishwakarma University,Not Found,(Private University),Pune,NA,NA,Survey No. 2 3 4 Laxminagar Kondhwa Budruk Pune – 411048 Maharashtra.,05.05.2017,https://www.vupune.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Visveswaraiah Technological University,Not Found,(State University),Belgaum,NA,NA,“Jnana Sangama” Belgaum 590 018 Karnataka. .,1999,https://vtu.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
VIT Bhopal University,Not Found,(Private University),Sehore,NA,NA,Bhopal-Indore National Highway Kothrikalan Sehore-466114 Madhya Pradesh.,24.08.2017,https://vitbhopal.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
VIT-AP University,Not Found,(Private University),Amaravati,NA,NA,Amravati – 522237 Andhra Pradesh.,23.05.2017,https://vitap.ac.in/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Vivekananda Global University,Not Found,(Private University),Jaipur,NA,NA,Sector-36 NRI Road Sisyawas Jagatpura Jaipur – 303012 Rajasthan.,02.05.2012,https://vgu.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
West Bengal State University,Not Found,(State University),Kolkata,NA,NA,Berunanpukuria Malikapur Barasat 24 Parganas (North) Kolkata – 700126 West Bengal.,2007,https://wbsu.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
West Bengal University of Animal and Fishery Sciences,Not Found,(State University),Kolkata,NA,NA,68 Khudiram Bose Sarani Kolkata-700037 West Bengal. .,1995,http://wbuafscl.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
William Carey University,311129,(Private University),Shillong,NA,NA,Nongmensong Umkdait Shillong – 793 019 Meghalaya.,13.07.2005,https://williamcareyuniversity.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
World University of Design,Not Found,(Private University),Sonipat,NA,NA,Plot No.1 Rajiv Gandhi Education City Rai Delhi-NCR Sonipat – 131029 Haryana.,07.02.2018,https://www.worlduniversityofdesign.ac.in/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Woxsen University,Not Found,(Private University),Hyderabad,NA,NA,Woxsen Campus Kamkole Sadasivpet Medak District Telangana,20.05.2020,https://woxsen.edu.in/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
XIM University (Formerly Xavier University),Not Found,(Private University),Bhubaneswar,Xavier University,21.05.2021,Xavier Square Bhubaneswar Odisha - 752050,13.05.2013,https://xim.edu.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Yashwant Rao Chavan Maharashtra Open University,305888,(State University),Nashik,NA,NA,Dnyangangotri Near Gangapur Dam Nashik-422 222 Maharashtra. .,1990,https://www.ycmou.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
YBN University,346989,(Private University),Ranchi,NA,NA,Panchwati South Railway Colony Ranchi – 834001 Jharkhand.,04.07.2017,http://ybnuniversity.in/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Yenepoya University,305889,(Deemed to be University),Mangaluru,NA,NA,Deralkatte Mangalore-575018 Karnataka,27.02.2008,http://www.yenepoya.edu.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Yogi Vemana University,326195,(State University),Kadapa,NA,NA,Vemanapuram Kadapa – 516 003 Andhra Pradesh.,2006,https://yvu.edu.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Sree Chitra Thirunal Institute of Medical Sciences and Technology,Not Found,(Public Medical school),Kerala,NA,NA,"695 011, Kerala, India",1976,https://www.sctimst.ac.in/,National Medical Commission,24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Sanjay Gandhi Post Graduate Institute of Medical Sciences,305784,(Autonomous),Lucknow,NA,NA,"New PMSSY Rd, Raibareli Rd, Lucknow, Uttar Pradesh 226014",1983,https://sgpgims.org.in/Home/Courses.html,National Medical Commission,24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Jawaharlal Institute of Postgraduate Medical Education and Research,305256,(Public Medical school),Puducherry,NA,NA,"3rd Floor, JIPMER Academic Centre, JIPMER, Dhanvantri Nagar, Puducherry - 605006",1956,https://jipmer.edu.in/,National Medical Commission,24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indira Gandhi Institute of Medical Sciences,337057,(Autonomous University),Patna,NA,NA,"Sheikhpura, Patna - 800014 (Bihar)",2011,http://www.igims.org/,National Medical Commission,24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
LNCT Vidhyapeeth University,Not Found,(Private University),Bhopal,NA,NA,"JK Town Sarvadharam C sector, Kolar Road
",08.01.2015,https://lnctu.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
National Forensic Sciences University,Not Found,(Public University),Gandhinagar,NA,NA,"Sector 9, Gandhinagar-382007, Gujarat - India.",2008,https://gujarat.nfsu.ac.in/,Commissionerate of Higher Education,24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Odisha University of Health Sciences,Not Found,(State Public University),Bhubaneswar,NA,NA,"Sishu Bhawan Sq, Unit 1, Bapuji Nagar, Bhubaneswar, Odisha 751009",2022,http://ouhs.ac.in/,,24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Rashtriya Raksha University,Not Found,(Public University),Gandhinagar,Raksha Shakti University,NA,"Raksha Shakti Rd, Lavad, Gujarat 382305",2009,https://rru.ac.in/,Commissionerate of Higher Education,24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
School of Planning and Architecture,Not Found,Autonomous Institutes,New Delhi,NA,NA,"4-Block-B, Indraprastha Estate, New Delhi 110002",2011,http://spa.ac.in/Home.aspx?ReturnUrl=%2f,Council of Architecture,24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
"School of Planning and Architecture, Bhopal",371590,Autonomous Institutes,Bhopal,NA,NA,"Neelbad Road, Bhauri, Bhopal",2008,https://spabhopal.ac.in/Home.aspx,Council of Architecture,24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
"School of Planning and Architecture, Vijayawada",369366,Autonomous Institutes,Vijayawada,NA,NA,"Krishna Nagar, Vijayawada, Andhra Pradesh",2008,http://www.spav.ac.in/,Council of Architecture,24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Ramakrishna Mission Vivekananda University Coimbatore Campus,Not Found,(Deemed to be University),Coimbatore,NA,NA,"SRKV Post, Periyanaicken palayam,Coimbatore, Tamil Nadu – 641020, India",2005,https://vucbe.org/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
"All India Institute of Medical Sciences, Patna",346085,Autonomous Institutes,Patna,NA,NA,"Patna - Aurangabad Rd, Phulwari Sharif, Patna, Bihar 801507",2004,https://aiimspatna.edu.in/,National Medical Commission,24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Uttarakhand Aawasiya Vishwavidyalaya,Not Found,(State University),Almora,NA,NA,"Lower Mall Road, Pandeykhola, Almora, Uttarakhand - 263601",2016,http://uru.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
National Institute Of Pharmaceutical Education And Research,366202,Autonomous Institutes,Kolkata,NA,NA,"Chunilal Bhawan (Adjacent to BCPL),168,Maniktala Main Road",2007,http://www.niperkolkata.edu.in/,,24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
POST GRADUATE INSTITUTE OF MEDICAL EDUCATION And RESEARCH,305693,Autonomous Institutes,Chandigarh,NA,NA,"Madhya Marg, Sector 12, Chandigarh",1962,https://pgimer.edu.in/PGIMER_PORTAL/PGIMERPORTAL/home.jsp#,National Medical Commission,24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
National Institute Of Mental Health And Neuro Sciences,304758,Autonomous Institutes,Bengaluru,NA,NA,"Hosur Road / Marigowda Road, (lakkasandra, Wilson Garden)",1974,https://nimhans.ac.in/,National Medical Commission,24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Universal College Of Nursing,354452,Autonomous Institutes,Bengaluru,NA,NA,"Bannerghatta Road , Bengaluru, Karnataka",2004,https://www.universalnursingcollege.org/contact.php,National Medical Commission,24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
"University of Agricultural and Horticultural Sciences, Shivamogga",Not Found,(Public University),Shivamogga,NA,NA,"Iruvakki, Sagar Taluk, Shivamogga - 577412, Karnataka",2012,https://uahs.edu.in/about-us/?lang=en,,24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Academy of Scientific and Innovative Research,Not Found,Autonomous Institutes,Ghaziabad,NA,NA,"CSIR Campus, CSIR Road, Taramani, Chennai, Tamil Nadu 600113, India",2010,https://acsir.res.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Atal Bihari Vajpayee Indian Institute of Information Technology and Management Gwalior,377120,Autonomous Institutes,Gwalior,NA,NA,"Morena Link Road, Gwalior, Madhya Pradesh 474015, India",1997,http://www.iiitm.ac.in/index.php/en/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Dakshina Bharat Hindi Prachar Sabha,362972,Autonomous Institutes,Chennai,NA,NA,"Thanikachalam Rd, Parthasarathi Puram, T. Nagar, Chennai, Tamil Nadu 600017, India",1918,https://www.dbhpscentral.org/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Dr. B. R. Ambedkar National Institute of Technology Jalandhar,358249,Autonomous Institutes,Jalandhar,NA,NA,"Grand Trunk Rd, Bye Pass, Jalandhar, Punjab 144011, India",1987,https://www.nitj.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Engineering Science and Technology Shibpur,376114,Autonomous Institutes,Shibpur,NA,NA,"P.O. - Botanic Garden, Howrah, West Bengal 711103, India",1856,https://www.iiests.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Information Technology Agartala,Not Found,Autonomous Institutes,Agartala,NA,NA,"Barjala, Jirania, Agartala, Tripura (W) - 799046, India",2018,https://www.iiitagartala.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Information Technology Allahabad,358411,Autonomous Institutes,Allahabad,NA,NA,"Deoghat, Jhalwa, Prayagraj, Uttar Pradesh 211015, India",1999,https://www.iiita.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Information Technology Bhagalpur,Not Found,Autonomous Institutes,Bhagalpur,NA,NA,"Katihar Road, Bhagalpur, Bihar 812001, India",2017,https://www.iiitbh.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Information Technology Bhopal,Not Found,Autonomous Institutes,Bhopal,NA,NA,"Bhopal Bypass Road, Bhauri, Bhopal, Madhya Pradesh 462066, India",2017,https://www.iiitbhopal.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Information Technology Design and Manufacturing Kancheepuram,376273,Autonomous Institutes,Kancheepuram,NA,NA,"Melakottaiyur, Off Vandalur-Kelambakkam Road, Kancheepuram, Tamil Nadu 600127, India",2007,https://www.iiitdm.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Information Technology Design and Manufacturing Kurnool,Not Found,Autonomous Institutes,Kurnool,NA,NA,"Jaganathagattu, Dinnedevarapadu, Kurnool, Andhra Pradesh 518002, India",2015,https://iiitk.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Information Technology Dharwad,Not Found,Autonomous Institutes,Dharwad,NA,NA,"P.B. Road, Near NH-4, Karnataka, Dharwad, Karnataka 580011, India",2015,https://iiitdwd.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Information Technology Guwahati,314695,Autonomous Institutes,Guwahati,NA,NA,"Ambari, Gopinath Bordoloi Road, Guwahati, Assam 781001, India",2013,https://www.iiitg.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Information Technology Kalyani,Not Found,Autonomous Institutes,Kalyani,NA,NA,"Near Webel More, Kalyani, West Bengal 741235, India",2014,https://iiitkalyani.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Information Technology Kota,Not Found,Autonomous Institutes,Kota,NA,NA,"2nd Floor, Prabha Bhawan, MNIT Campus, Jawaharlal Nehru Marg, Jaipur Road, Kota, Rajasthan 324010, India",2013,https://iiitkota.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Information Technology Kottayam,Not Found,Autonomous Institutes,Kottayam,NA,NA,"Techno park Campus, Pallipuram P.O., Kollam, Kerala 691601, India",2015,https://www.iiitkottayam.ac.in/#!/home,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Information Technology Lucknow,Not Found,Autonomous Institutes,Lucknow,NA,NA,"Chak Ganjaria, Malhaur Road, Lucknow - 226028, India",2015,https://iiitl.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Information Technology Nagpur,Not Found,Autonomous Institutes,Nagpur,NA,NA,"BSNL-RTTC, Near TV Tower, Beside Balaji Temple, Seminary Hills, Nagpur, Maharashtra 440006, India",2016,https://iiitn.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Information Technology Pune,Not Found,Autonomous Institutes,Pune,NA,NA,"Pune Dr. Homi Bhabha Road, Pashan, Pune, Maharashtra 411008, India",2016,https://www.iiitp.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Information Technology Raichur,Not Found,Autonomous Institutes,Raichur,NA,NA,"No. 17, Near Sai Baba Temple, Anegundi Road, Raichur, Karnataka - 584133",2019,https://iiitr.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
